,age,consentEnd,demographicsEnd,education,gender,gigBenefit,gigEver,gigWorkers,income,introEnd,politics,race,studyEnd,scenario0end,scenario1end,scenario2end,scenario3end,scenario4end,scenario5end,scenario6end,scenario7end,scenario8end,Day off,Direct Supervisor,Evaluation,Salary,Working Options (companies in same sector),Working hours (length),Working hours (time period),choice,eval,pid,rid
86,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Unpaid, but whenever you want",An algorithm,Yearly,US$12.50 per hour,No,Minimum 8h,9am-5pm required,False,3,4010,3
87,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Unpaid, but whenever you want",Yes,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Work as much as you want/need,Totally flexible,True,4,4010,3
88,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Unpaid, but whenever you want",No,Monthly,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,4,4010,4
89,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,True,5,4010,4
90,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Unpaid, but whenever you want",An algorithm,Yearly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,True,4,4010,5
91,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Paid, but following company policies",An algorithm,Monthly,US$12.50 per hour,No,Minimum 8h,9am-5pm required,False,3,4010,5
92,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,2,4010,6
93,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Paid, but following company policies",No,Daily,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,True,4,4010,6
94,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,Yes,Minimum 8h,Totally flexible,False,2,4010,7
95,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Unpaid, but whenever you want",No,Monthly,US$12.50 per hour,No,Minimum 8h,9am-5pm required,True,4,4010,7
96,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,2,4010,8
97,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$500.00,No,Minimum 4h,Totally flexible,True,4,4010,8
98,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,True,4,4010,9
99,18-24 years old,12689,584663,Bachelor's degree or lower,Male,Yes,No,I am not sure,"Less than $20,000",65692,Moderate,Asian,530803,154591,226437,249174,314568,346981,382670,417118,472064,506357,"Paid, but following company policies",An algorithm,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,False,1,4010,9
100,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,3,4036,0
101,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",Yes,Yearly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,3,4036,0
102,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",Yes,Daily,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,True,4,4036,1
103,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,Yes,Minimum 8h,Totally flexible,False,3,4036,1
104,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 4h,Totally flexible,True,3,4036,2
105,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,2,4036,2
106,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",No,Yearly,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,3,4036,3
107,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",No,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,False,2,4036,3
108,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",An algorithm,Yearly,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,3,4036,4
109,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",An algorithm,Yearly,US$12.50 per hour,Yes,Minimum 4h,Totally flexible,True,3,4036,4
110,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",Yes,Daily,US$12.50 per hour,No,Minimum 8h,Totally flexible,True,4,4036,5
111,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,3,4036,5
112,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,True,4,4036,6
113,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",No,Yearly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,False,3,4036,6
114,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",Yes,Yearly,US$12.50 per hour,No,Work as much as you want/need,Totally flexible,True,4,4036,7
115,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",Yes,Monthly,US$12.50 per hour,No,Minimum 8h,9am-5pm required,False,3,4036,7
116,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,True,4,4036,8
117,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",Yes,Daily,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,3,4036,8
118,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",No,Yearly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,3,4036,9
119,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",No,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,True,3,4036,9
120,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Paid, but following company policies",No,Monthly,US$12.50 per hour,Yes,Minimum 8h,9am-5pm required,True,3,4219,0
121,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Paid, but following company policies",No,Yearly,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,False,1,4219,0
122,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Paid, but following company policies",No,Monthly,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,4,4219,1
123,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Paid, but following company policies",No,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,False,2,4219,1
124,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Paid, but following company policies",No,Monthly,Fixed US$500.00,Yes,Minimum 4h,Totally flexible,False,3,4219,2
125,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Unpaid, but whenever you want",An algorithm,Yearly,US$12.50 per hour,No,Minimum 4h,Totally flexible,True,4,4219,2
126,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,True,4,4219,3
127,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Unpaid, but whenever you want",No,Yearly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,3,4219,3
128,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Unpaid, but whenever you want",No,Monthly,US$12.50 per hour,No,Minimum 8h,9am-5pm required,True,4,4219,4
129,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Unpaid, but whenever you want",No,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,False,4,4219,4
130,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Paid, but following company policies",Yes,Daily,US$12.50 per hour,No,Minimum 4h,Totally flexible,False,3,4219,5
131,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Work as much as you want/need,Totally flexible,True,4,4219,5
132,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Unpaid, but whenever you want",Yes,Monthly,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,5,4219,6
133,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Paid, but following company policies",Yes,Daily,US$12.50 per hour,No,Minimum 4h,Totally flexible,False,4,4219,6
134,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Unpaid, but whenever you want",Yes,Daily,Fixed US$500.00,Yes,Minimum 4h,Totally flexible,False,3,4219,7
135,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Paid, but following company policies",No,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 4h,Totally flexible,True,4,4219,7
136,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,3,4219,8
137,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Paid, but following company policies",Yes,Yearly,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,True,5,4219,8
138,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Unpaid, but whenever you want",No,Yearly,Fixed US$500.00,Yes,Minimum 8h,Totally flexible,True,4,4219,9
139,25-34 years old,55011,813181,Graduate degree,Male,No,No,Employees,"$20,000-$39,999",137566,Liberal,Hispanic,729275,221235,281557,352169,413220,498897,552734,630524,675150,704108,"Paid, but following company policies",An algorithm,Daily,US$12.50 per hour,No,Minimum 8h,Totally flexible,False,3,4219,9
140,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Paid, but following company policies",An algorithm,Daily,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,3,5667,0
141,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Unpaid, but whenever you want",No,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,True,4,5667,0
142,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Paid, but following company policies",No,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 4h,Totally flexible,True,4,5667,1
143,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,3,5667,1
144,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,3,5667,2
145,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Unpaid, but whenever you want",An algorithm,Yearly,Fixed US$500.00,Yes,Minimum 8h,Totally flexible,True,3,5667,2
146,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Paid, but following company policies",No,Monthly,US$12.50 per hour,No,Work as much as you want/need,Totally flexible,True,5,5667,3
147,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Paid, but following company policies",No,Monthly,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,3,5667,3
148,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Paid, but following company policies",Yes,Yearly,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,True,3,5667,4
149,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,3,5667,4
150,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Unpaid, but whenever you want",No,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,9am-5pm required,False,3,5667,5
151,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Paid, but following company policies",No,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Work as much as you want/need,Totally flexible,True,3,5667,5
152,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Paid, but following company policies",Yes,Daily,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,2,5667,6
153,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Unpaid, but whenever you want",An algorithm,Yearly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,True,3,5667,6
154,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Unpaid, but whenever you want",No,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Work as much as you want/need,Totally flexible,False,4,5667,7
155,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Paid, but following company policies",Yes,Daily,US$12.50 per hour,No,Minimum 8h,Totally flexible,True,4,5667,7
156,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Paid, but following company policies",Yes,Yearly,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,5,5667,8
157,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Paid, but following company policies",No,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,False,3,5667,8
158,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,False,3,5667,9
159,25-34 years old,64276,811701,Bachelor's degree or lower,Female,Yes,No,Employees,"Less than $20,000",117221,Somewhat liberal,Caucasian,592475,252292,312352,378152,409464,453912,493601,521641,544139,561663,"Unpaid, but whenever you want",No,Yearly,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,4,5667,9
160,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Paid, but following company policies",No,Yearly,Fixed US$500.00,No,Minimum 4h,Totally flexible,True,2,5780,0
161,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Unpaid, but whenever you want",An algorithm,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,False,1,5780,0
162,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Paid, but following company policies",Yes,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 4h,Totally flexible,True,3,5780,1
163,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,Yes,Minimum 4h,Totally flexible,False,1,5780,1
164,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Paid, but following company policies",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Work as much as you want/need,Totally flexible,True,3,5780,2
165,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Unpaid, but whenever you want",An algorithm,Yearly,US$12.50 per hour,Yes,Minimum 8h,9am-5pm required,False,1,5780,2
166,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,1,5780,3
167,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Paid, but following company policies",No,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Work as much as you want/need,Totally flexible,True,2,5780,3
168,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Paid, but following company policies",No,Daily,US$12.50 per hour,No,Minimum 8h,Totally flexible,True,2,5780,4
169,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Paid, but following company policies",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,False,1,5780,4
170,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Unpaid, but whenever you want",No,Daily,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,False,1,5780,5
171,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Paid, but following company policies",Yes,Daily,Fixed US$500.00,Yes,Minimum 4h,Totally flexible,True,2,5780,5
172,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Unpaid, but whenever you want",An algorithm,Monthly,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,False,1,5780,6
173,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$500.00,Yes,Minimum 4h,Totally flexible,True,1,5780,6
174,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Paid, but following company policies",No,Yearly,US$12.50 per hour,Yes,Minimum 8h,9am-5pm required,False,1,5780,7
